sentiment,content
sadness,feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort
sadness,"@briarlaboheme oh dear.  that is terrible. however, moleskine notebooks rule. a lot."
sadness,@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...
happiness,@carljohnston
sadness,I miss you
sadness,@Alma773  want somebody to hold me Alma! tear tear
happiness,Well not JUST making dinner making dinner with WET HAIR!
sadness,I hate being young
happiness,It's too perfect outside to be at work
sadness,@EPMorgan I know!  I can read bt I can't sit outside coz I gota answer the phone
happiness,"..my mother just WON the City of Terrell, Texas District 2 'City Council' Seat  ..i'm M.i.A lol HAPPY MOTHERS DAY"
sadness,"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday"
happiness,"@BridgetSupple  you have been busy, have a lovely time"
happiness,"@stevelensink thanks stephen, appreciate it"
happiness,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.
sadness,I'm feeling very alone at the moment   Mh..I'm going to leave now.
happiness,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;)))
sadness,why do i even bother anymore? Everyone is makin me feel like im a waste of space
happiness,@miraihl Sounds like you're in for a great day!  Enjoy
happiness,@TheKrewe Glad you are having a blast.
happiness,@dbgrady lol that was a great movie
happiness,"@MODOFLY  omg lol!  this is fun, tnx 4 posting this"
sadness,@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup
sadness,@crystaaale wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me
happiness,HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!
sadness,@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it
sadness,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?"
happiness,"@AlyceMadden why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan"
sadness,@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away'
sadness,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse."
sadness,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!
sadness,"if you're as lovesick as I am, give me a call, we should go bowling and complain about love"
sadness,"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!"
happiness,Did it!!  back in pakistan! - http://bkite.com/07kBP
sadness,I wish my grandmother had taken me to the US with her
sadness,Having Fever  dont feel to work
sadness,@NellaGrl not really having a good night... missing my little girl...
happiness,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
sadness,Well it's after 6 and i didn't get a call back  oh well
sadness,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink
happiness,haha so bored...but happy mothers day!
happiness,"@iamkeshia happy birthday keshia, keshia, bo beshia"
sadness,Sum1 plz cheer me up
happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
sadness,darn it that was supposed to be a haiku but the formatting failed me.
happiness,up and at work im ina good mood
happiness,@AnGee10 @malennaa yess... it's awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!
happiness,its raining!! gng for rain dance
sadness,Got three shots today.   I can't lift my arms...
sadness,@McDayDreamer some..and some not  only my 2 best friends go to the same school..the others change schools.
happiness,Laying on my bed. ONE spot smells like vanilla.  awesome
happiness,Downtown drinking celebrating the cavs victory!!!
happiness,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx
sadness,@dfizzy you're so lucky. we have 6 weeks until summer
sadness,Just burned my tongue!!
happiness,@capemaybooks alright don't want you to overdue it now. LOL you are funny  nite nite
sadness,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix
sadness,@sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me.
sadness,nooooo its raining......had 2 leave the beach
happiness,Watchin TV. HAPPY MOMS DAY.
happiness,@juliepilat great show
sadness,Just saw up with my favorites and surprisingly it was way too sad
happiness,@devyra hahahaha definitely!  still writing?
happiness,happy mothers day to all moms out there!!
happiness,Oh that just made my evening.  I forgot Merlin was on tonight!  But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.
happiness,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...
happiness,@Jennifalconer I was happy to see on Something For the Weekend that Flight of the Conchords is back on BBC4!
sadness,ouch... head hurts
sadness,"@RyanDownie no problem dude - get better soon, I have a cold as well  bleh!"
sadness,I wanna go to the beach...but I have to study
sadness,Hey #socialmediatv ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV)
happiness,umm yeaa i go to like watch-movies-link.com or something like that and there pretty good quality
happiness,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!"
happiness,I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office
happiness,the last song all american rejects.......... an amazing song
happiness,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha."
sadness,This sars has really got me down.
sadness,I got a full day of work today.  Can't wait in tell i get home for some beer and tv time  but i got to make the money to get the beers
happiness,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
happiness,@rv109creek ay buti pa kayo!!!! uy thank you!!
happiness,Enjoying d view @ sg flyer
sadness,O.k i feel like i need to cry now  i can't believe that in less than 2 years ill be walking across the stage to get a High School diploma!
sadness,to cold for the beach  sucky.
happiness,"@SWrightBoucher Hi Susan, read your blog.  It's really good.  I look forward for the tweet updates"
sadness,@_madison that's what you get for abandoning us! I'll miss you.
happiness,some of my new followers are pretty cool tweeps; check 'em out.
sadness,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\"
sadness,Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.
happiness,@crazy_people sure is
happiness,@emilyorshan hahaha i have a bob marley one
happiness,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
happiness,Buongiorno !!! woke up and of for my Italian lunch
sadness,@Aonir I'm trying to convince @janeylicious to wait a bit to see Up! as well. She doesn't want to see it with me
sadness,should not have waled past the Quad! I want to be outside having fun.
happiness,Happy #juddday everybody!
sadness,"@daniellefecci &quot;You guys could have fun in a cardboard box&quot;.. I miss you already, bro."
happiness,@lapix Thanks Ennio
sadness,@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL
sadness,@Lilayy same here. like i know there's people who have worse lives than me but i wish i could go back and change some aspects of my life
sadness,"Bank holiday in the UK, it's raining! Typical UK Bank Holiday weather! If it dries later I'll get the chainsaw out for the trees!"
sadness,@chickwoman97  im riding the highs and lows of moods now.... chores blow
sadness,Ugh talk to me someone  I'm really bored.
sadness,No one is bringing snacks
sadness,Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!
happiness,"@penguinsnews Go Pens go, Gino Wins it for the Pens"
happiness,@destroytoday hahah I'll try
happiness,WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...
happiness,Watching one of my fav movies Sparkle  + go get food later!
happiness,Packing gym bag. Off to the gym in a bit. Squee! I'm my happiest whem I'm on the go.
sadness,Where's  poss   i miss him
happiness,holy smokes! star trek was freaking awesomeeeee
sadness,@JeremyBeguhn have fun without meee.  i'm going to missss youu
sadness,"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone"
sadness,"Hernia is hurting way more than usual tonight, no way I'm able to go out!"
happiness,Excited bout going out 2nite but bummed cuz im da designated driver. So no drinking for Angie!
happiness,The Renegades last day was today and...well... he's gone... didn't catch him  Gutted... Closest he came to Greenock was Kilmacolm!
happiness,@crazytwism haha.. good for you
happiness,"@macmuso thank you very much, I'm glad you like them!"
happiness,@nerdwriter we were close to trying all of them! SO YUMMY
sadness,last day off... back to work tomorrow
sadness,"Just helped save a runaway dog. he didn't want to be my friend, though."
happiness,Haven't been on in foreverr!  Almost happy mother's dayy. Yay. :]
sadness,Woke up this morning to the line &quot;I made this half-pony half-monkey monster to please you But I get the feeling that you don't like it &quot;
sadness,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee
sadness,Having asthma issues today.   BAH!
happiness,"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!"
happiness,Had a great time last night!
happiness,Watching Sex &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe
happiness,HAPPY MOTHERS DAY TO ALL THE MOMMYS!!!!!!!!!!!!
sadness,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!
sadness,Wide awake and grouchy as fuck.
happiness,@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?
happiness,@acummings I am ecstatic client can do a deed in lieu of ...so Monday I will take my sign &amp; lockbox off happy another satisfied client
sadness,Another Friday night in. Man being skint is rubbish.
happiness,just got home from a long day at asda. joy
sadness,Just lost Internet.  And I was in a raid for 25 OS.
happiness,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x"
happiness,watching my favorite tv shows on HULU.com for free
